,Paths,S8->Li2S4-Edge 1,S8->Li2S4-Edge 2,S8->Li2S4-Edge 3,S8->Li2S4-Edge 4,S8->Li2S4-Edge 5,S8->Li2S4-Edge 6,S8->Li2S4-Edge 7,S8->Li2S4-Edge 8,S8->Li2S4-Edge 9,Li2S4->Li2S-Edge 1,Li2S4->Li2S-Edge 2,Li2S4->Li2S-Edge 3,Li2S4->Li2S-Edge 4,Li2S4->Li2S-Edge 5,Li2S4->Li2S-Edge 6,Energy_barrier(eV),sum,sum_positive_except_max
194,S8* -> *Li2S8 -> *LiS6 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-0.006,1.204,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,1.204,-1.2960000000000005,2.313
195,S8* -> *Li2S8 -> *LiS6 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,1.204,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,1.204,-1.2970000000000004,2.503
196,S8* -> *Li2S8 -> *LiS6 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,1.204,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,1.204,-1.2979999999999998,2.502
197,S8* -> *Li2S8 -> *LiS6 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,-0.006,1.204,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,1.204,-1.296,2.45
198,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.574,-0.168,0.188,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,0.592,-1.2959999999999996,1.7229999999999999
199,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.574,-0.168,0.188,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,0.592,-1.2959999999999996,1.8619999999999997
200,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.574,-0.168,0.188,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.045,-1.295,1.6489999999999998
201,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.574,-0.168,0.188,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.045,-1.296,1.839
202,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.574,-0.168,0.188,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,0.574,-1.2949999999999997,1.168
203,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.574,-0.168,0.188,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,0.665,-1.2949999999999997,1.6489999999999998
204,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.574,-0.168,0.188,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,0.665,-1.2959999999999996,1.839
205,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.574,-0.168,0.188,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,0.665,-1.2950000000000002,1.6509999999999998
206,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.574,-0.168,0.188,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,0.665,-1.296,1.8409999999999997
207,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.574,-0.168,0.188,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,0.592,-1.2969999999999995,1.9129999999999998
208,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.574,-0.168,0.188,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,0.665,-1.2949999999999997,1.7879999999999998
209,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.188,-0.168,0.574,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,0.592,-1.2959999999999996,1.7229999999999999
210,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.188,-0.168,0.574,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,0.592,-1.2959999999999996,1.8619999999999997
211,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.188,-0.168,0.574,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.045,-1.295,1.6489999999999998
212,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.188,-0.168,0.574,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.045,-1.296,1.839
213,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.188,-0.168,0.574,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,0.574,-1.2949999999999997,1.168
214,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.188,-0.168,0.574,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,0.665,-1.2949999999999997,1.6489999999999998
215,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.188,-0.168,0.574,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,0.665,-1.2959999999999996,1.839
216,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.188,-0.168,0.574,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,0.665,-1.2950000000000002,1.6509999999999998
217,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.188,-0.168,0.574,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,0.665,-1.296,1.8409999999999997
218,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.188,-0.168,0.574,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,0.592,-1.2969999999999995,1.9129999999999998
219,S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,-0.006,-0.691,0.003,-0.168,0.188,-0.168,0.574,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,0.665,-1.2949999999999997,1.7879999999999998
220,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.873,-0.18,0.381,0.003,-0.168,0.574,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,0.592,-1.297,1.916
221,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.873,-0.18,0.381,0.003,-0.168,0.574,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,0.592,-1.297,2.0549999999999997
222,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-0.006,-0.873,-0.18,0.381,0.003,-0.168,0.574,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.045,-1.2960000000000003,1.8419999999999999
223,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.873,-0.18,0.381,0.003,-0.168,0.574,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.045,-1.2970000000000004,2.032
224,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.873,-0.18,0.381,0.003,-0.168,0.574,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,0.574,-1.296,1.361
225,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-0.006,-0.873,-0.18,0.381,0.003,-0.168,0.574,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,0.665,-1.296,1.8419999999999999
226,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.873,-0.18,0.381,0.003,-0.168,0.574,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,0.665,-1.297,2.032
227,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-0.006,-0.873,-0.18,0.381,0.003,-0.168,0.574,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,0.665,-1.2960000000000005,1.8439999999999999
228,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.873,-0.18,0.381,0.003,-0.168,0.574,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,0.665,-1.2970000000000004,2.034
229,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.873,-0.18,0.381,0.003,-0.168,0.574,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,0.592,-1.2979999999999998,2.106
230,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,-0.006,-0.873,-0.18,0.381,0.003,-0.168,0.574,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,0.665,-1.296,1.9809999999999999
231,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.873,1.108,-0.907,0.003,-0.168,0.574,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,1.108,-1.2969999999999995,2.127
232,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.873,1.108,-0.907,0.003,-0.168,0.574,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,1.108,-1.2969999999999995,2.266
233,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-0.006,-0.873,1.108,-0.907,0.003,-0.168,0.574,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.108,-1.2959999999999998,2.5060000000000002
234,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.873,1.108,-0.907,0.003,-0.168,0.574,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.108,-1.297,2.6959999999999997
235,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.873,1.108,-0.907,0.003,-0.168,0.574,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,1.108,-1.2959999999999996,2.1279999999999997
236,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-0.006,-0.873,1.108,-0.907,0.003,-0.168,0.574,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,1.108,-1.2959999999999996,2.1260000000000003
237,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.873,1.108,-0.907,0.003,-0.168,0.574,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,1.108,-1.2969999999999995,2.316
238,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-0.006,-0.873,1.108,-0.907,0.003,-0.168,0.574,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,1.108,-1.2959999999999996,2.128
239,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.873,1.108,-0.907,0.003,-0.168,0.574,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,1.108,-1.2969999999999995,2.318
240,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,-0.873,1.108,-0.907,0.003,-0.168,0.574,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,1.108,-1.2979999999999994,2.3169999999999997
241,S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,-0.006,-0.873,1.108,-0.907,0.003,-0.168,0.574,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,1.108,-1.2959999999999996,2.265
242,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,0.185,-0.168,0.188,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,0.592,-1.2959999999999996,1.7269999999999999
243,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,0.185,-0.168,0.188,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,0.592,-1.2959999999999996,1.8659999999999997
244,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,0.185,-0.168,0.188,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.045,-1.295,1.6529999999999998
245,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,0.185,-0.168,0.188,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.045,-1.296,1.843
246,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,0.185,-0.168,0.188,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,0.574,-1.2949999999999997,1.7459999999999998
247,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,0.185,-0.168,0.188,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,0.665,-1.2949999999999997,1.6529999999999998
248,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,0.185,-0.168,0.188,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,0.665,-1.2959999999999996,1.843
249,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,0.185,-0.168,0.188,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,0.665,-1.2950000000000002,1.6549999999999998
250,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,0.185,-0.168,0.188,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,0.665,-1.296,1.8449999999999998
251,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,0.185,-0.168,0.188,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,0.592,-1.2969999999999995,1.9169999999999998
252,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,0.185,-0.168,0.188,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,0.665,-1.2949999999999997,1.7919999999999998
253,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,-0.18,-0.191,0.574,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,0.592,-1.2979999999999998,1.928
254,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,-0.18,-0.191,0.574,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,0.592,-1.2979999999999998,2.0669999999999997
255,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,-0.18,-0.191,0.574,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.045,-1.2970000000000002,1.8539999999999999
256,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,-0.18,-0.191,0.574,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.045,-1.2980000000000003,2.044
257,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,-0.18,-0.191,0.574,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,0.574,-1.297,1.373
258,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,-0.18,-0.191,0.574,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,0.665,-1.297,1.8539999999999999
