epoch,train_loss,val_loss
1,1.281393051147461,1.0881530046463013
2,1.086916446685791,1.0423492193222046
3,1.0510983020067215,1.0244706869125366
4,1.0313740074634552,0.9582836031913757
5,0.9702227860689163,0.8967607021331787
6,0.9103618264198303,0.852232813835144
7,0.8793741017580032,0.816631555557251
8,0.8280483335256577,0.77630615234375
9,0.7688730359077454,0.7414809465408325
10,0.7340110242366791,0.7094478011131287
11,0.7362065613269806,0.6781649589538574
12,0.6719662696123123,0.6379566788673401
13,0.6176463663578033,0.6013289093971252
14,0.596110075712204,0.5715232491493225
15,0.5440258234739304,0.535129725933075
16,0.5201710537075996,0.5092413425445557
17,0.47512558847665787,0.47753146290779114
18,0.44455305486917496,0.4525677263736725
19,0.402516670525074,0.43751204013824463
20,0.36731263995170593,0.4092678725719452
21,0.3598560318350792,0.39640775322914124
22,0.33134575933218,0.36017316579818726
23,0.3155001103878021,0.33962130546569824
24,0.29031262174248695,0.3370073139667511
25,0.2620879225432873,0.3235216438770294
26,0.26650581881403923,0.30818110704421997
27,0.2767903655767441,0.2909327745437622
28,0.22412822023034096,0.29496636986732483
29,0.2110845036804676,0.2867980897426605
30,0.21606943011283875,0.2798546552658081
31,0.1935824677348137,0.2725149095058441
32,0.19500409066677094,0.2559663951396942
33,0.1686776727437973,0.2599588930606842
34,0.15265800058841705,0.2766427993774414
35,0.17290857434272766,0.2912503480911255
36,0.1641887202858925,0.277119904756546
37,0.1534801907837391,0.23783975839614868
38,0.1496088858693838,0.23110198974609375
39,0.15735204331576824,0.24876484274864197
40,0.12642028741538525,0.26933279633522034
41,0.12488084100186825,0.2639831304550171
42,0.11969746835529804,0.2582499086856842
43,0.12553234957158566,0.24739092588424683
44,0.12202665023505688,0.23697529733181
45,0.1090719886124134,0.24883906543254852
46,0.12207794189453125,0.24413056671619415
47,0.10673599131405354,0.24636903405189514
48,0.10563872754573822,0.24520057439804077
49,0.09710976295173168,0.25406819581985474
50,0.11315709352493286,0.250871479511261
51,0.1116692740470171,0.24086718261241913
52,0.10625597089529037,0.227553591132164
53,0.0873097712174058,0.23493970930576324
54,0.10199484135955572,0.2392784208059311
55,0.09374207630753517,0.23739470541477203
56,0.08888186607509851,0.24847868084907532
57,0.08726956881582737,0.252702921628952
58,0.06757950317114592,0.25306469202041626
59,0.07294572982937098,0.2477646917104721
60,0.07690408360213041,0.24474702775478363
61,0.061217992566525936,0.24179209768772125
62,0.05817977711558342,0.24024121463298798
63,0.06939564272761345,0.2342625856399536
64,0.0784919848665595,0.23069463670253754
65,0.06324435817077756,0.24111269414424896
66,0.06446264311671257,0.2391405701637268
67,0.06336880242452025,0.24429289996623993
68,0.07245127949863672,0.24455927312374115
69,0.07608927367255092,0.24192504584789276
70,0.06273153983056545,0.24247248470783234
71,0.051245711743831635,0.2385426014661789
72,0.05793203134089708,0.24038605391979218
73,0.05276180058717728,0.23963767290115356
74,0.06587439496070147,0.22946536540985107
75,0.047833409160375595,0.22286127507686615
76,0.04545093700289726,0.22512997686862946
77,0.05342244543135166,0.22986996173858643
78,0.04639532323926687,0.22999699413776398
79,0.04827466979622841,0.22613131999969482
80,0.030057179974392056,0.2338368445634842
81,0.04083781782537699,0.24268700182437897
82,0.047559965401887894,0.2508241534233093
83,0.030345617327839136,0.25980982184410095
84,0.033159592654556036,0.265287846326828
85,0.031746980268508196,0.2804124653339386
86,0.03022900177165866,0.27543550729751587
87,0.03803953342139721,0.26927807927131653
88,0.03483507735654712,0.26380226016044617
89,0.04076924081891775,0.25236594676971436
90,0.03539486741647124,0.2524290978908539
91,0.028996160253882408,0.24546505510807037
92,0.04684976255521178,0.25379541516304016
93,0.05077033257111907,0.2336333692073822
94,0.03197335312142968,0.24060571193695068
95,0.02827361412346363,0.22777098417282104
96,0.04924558964557946,0.23421096801757812
97,0.03550188988447189,0.2291433960199356
98,0.036743619944900274,0.24135619401931763
99,0.028683115728199482,0.23240524530410767
100,0.02178631047718227,0.23210328817367554
101,0.024575987830758095,0.23509879410266876
102,0.04129249323159456,0.23256105184555054
103,0.02649960294365883,0.22875794768333435
104,0.021420693956315517,0.22771865129470825
105,0.022127131931483746,0.23049229383468628
106,0.01790544087998569,0.23430611193180084
107,0.024656352121382952,0.23852434754371643
108,0.024900080636143684,0.2347477376461029
109,0.019317629048600793,0.22893808782100677
110,0.018481621285900474,0.2232452630996704
111,0.015688919462263584,0.21953751146793365
112,0.01461837743408978,0.21787545084953308
113,0.021587764378637075,0.21904611587524414
114,0.020618021255359054,0.22052240371704102
115,0.017157346475869417,0.21731926500797272
116,0.024405766976997256,0.22635528445243835
117,0.014156516175717115,0.2434164434671402
118,0.01852719928137958,0.2446666955947876
119,0.01389932562597096,0.2310878485441208
120,0.017115224851295352,0.22854726016521454
121,0.02791469357907772,0.2233874350786209
122,0.015631080837920308,0.2184441238641739
123,0.026166878291405737,0.20511509478092194
124,0.01161766576115042,0.22106604278087616
125,0.01655994832981378,0.22481250762939453
126,0.012648372445255518,0.23036062717437744
127,0.019904627231881022,0.23511473834514618
128,0.01853034528903663,0.23916766047477722
129,0.009713452542200685,0.2398848682641983
130,0.008227435639128089,0.23912180960178375
131,0.01655981270596385,0.23191943764686584
132,0.02518247300758958,0.22681374847888947
133,0.011562397005036473,0.22240501642227173
134,0.011129817343316972,0.22352810204029083
135,0.010010265628807247,0.22657281160354614
136,0.013601484126411378,0.2211177498102188
137,0.012318520341068506,0.22067709267139435
138,0.015866434201598167,0.22168877720832825
139,0.011603357153944671,0.2265680581331253
140,0.015067397966049612,0.2299036681652069
141,0.016217489494010806,0.23301096260547638
142,0.011582387029193342,0.2329750657081604
143,0.007348104612901807,0.23278872668743134
144,0.0057144202291965485,0.23258259892463684
145,0.014153689262457192,0.24126513302326202
146,0.015506807365454733,0.227789044380188
147,0.00821559620089829,0.21810747683048248
148,0.011311945971101522,0.21418660879135132
149,0.015332083799876273,0.20121647417545319
150,0.012107771006412804,0.19875729084014893
151,0.014639895875006914,0.1908712238073349
152,0.0062727408949285746,0.194891095161438
153,0.0119898677803576,0.19894157350063324
154,0.006446938379667699,0.20549330115318298
155,0.008284222218208015,0.2172272950410843
156,0.006667091744020581,0.2207544445991516
157,0.007064612931571901,0.21777108311653137
158,0.005098686087876558,0.21523797512054443
159,0.014216715935617685,0.22382289171218872
160,0.007017832831479609,0.23006753623485565
161,0.00613960885675624,0.23383793234825134
162,0.005824753432534635,0.2320166826248169
163,0.00518102862406522,0.22903954982757568
164,0.008671197108924389,0.22655515372753143
165,0.010555593995377421,0.21859858930110931
166,0.008126039756461978,0.22057443857192993
167,0.006810411694459617,0.2040511667728424
168,0.005546908592805266,0.20323094725608826
169,0.007887244457378983,0.19884876906871796
170,0.015696905786171556,0.1982472687959671
171,0.005220707680564374,0.20294857025146484
172,0.009960985509678721,0.19675108790397644
173,0.014501056401059031,0.22510890662670135
174,0.03332798194605857,0.20305107533931732
175,0.007331993663683534,0.26859429478645325
176,0.019004534231498837,0.22454561293125153
177,0.009691366809420288,0.21625085175037384
178,0.014122413471341133,0.2392248809337616
179,0.005672687781043351,0.22285136580467224
180,0.005382306990213692,0.2262001931667328
181,0.004330996074713767,0.23385827243328094
182,0.009544276748783886,0.22638963162899017
183,0.004833501938264817,0.22176091372966766
184,0.005985667929053307,0.2240287810564041
185,0.005735172308050096,0.228230819106102
186,0.011878440680447966,0.22651036083698273
187,0.0068536635953933,0.2280254364013672
188,0.013989827479235828,0.2172638177871704
189,0.00505900545977056,0.23015998303890228
190,0.00710687052924186,0.22430415451526642
191,0.006373378564603627,0.2181401550769806
192,0.004676862969063222,0.21774646639823914
193,0.006585419876500964,0.2157810777425766
194,0.020654640975408256,0.21370048820972443
195,0.005275679926853627,0.24689613282680511
196,0.012766092724632472,0.24326282739639282
197,0.007145705458242446,0.22792364656925201
198,0.004029756179079413,0.24227285385131836
199,0.015412201697472483,0.24118533730506897
200,0.005089839629363269,0.22433558106422424
201,0.004510304832365364,0.221812441945076
202,0.0038171662017703056,0.22514735162258148
203,0.01339612656738609,0.21633000671863556
204,0.0035232147201895714,0.2131570279598236
205,0.0042709046974778175,0.21330426633358002
206,0.004461896081920713,0.21062692999839783
207,0.0037667754222638905,0.20871354639530182
208,0.004257122054696083,0.2051059752702713
209,0.003801588376518339,0.2052752673625946
210,0.004347397363744676,0.20860405266284943
211,0.00356804282637313,0.21173891425132751
212,0.004739556898130104,0.21541346609592438
213,0.003391619713511318,0.21626822650432587
214,0.005068579455837607,0.21909889578819275
215,0.003799269499722868,0.2194501906633377
216,0.007782068045344204,0.221017986536026
217,0.004470959538593888,0.22189411520957947
218,0.002747122780419886,0.21719084680080414
219,0.004134834394790232,0.20990301668643951
220,0.0038697494310326874,0.2034747451543808
221,0.0042354456963948905,0.19923590123653412
222,0.0043468556250445545,0.1999441534280777
223,0.00688403079402633,0.19853810966014862
224,0.013373294088523835,0.20618534088134766
225,0.0029624289891216904,0.20326758921146393
226,0.003562068974133581,0.2012602686882019
227,0.004625914210919291,0.19953836500644684
228,0.00220943262684159,0.20047691464424133
229,0.00410015694797039,0.20216809213161469
230,0.0028337566764093935,0.20672129094600677
231,0.002983355661854148,0.21112550795078278
232,0.005225017725024372,0.21634149551391602
233,0.003097602544585243,0.22249016165733337
234,0.004543942050077021,0.21545153856277466
235,0.0028756565880030394,0.21007446944713593
236,0.0032702808384783566,0.20931768417358398
237,0.0023016146442387253,0.21001270413398743
238,0.0021748359431512654,0.21403612196445465
239,0.0020785400993190706,0.21623608469963074
240,0.0031153709278441966,0.21818305552005768
241,0.003005528880748898,0.21509382128715515
242,0.0035424305533524603,0.21457958221435547
243,0.0032985398429445922,0.21306419372558594
244,0.0027249652484897524,0.20618681609630585
245,0.002157248614821583,0.19623516499996185
246,0.004904486326267943,0.18579116463661194
247,0.003711144207045436,0.1807919144630432
248,0.0025294335500802845,0.18188413977622986
249,0.002145794191164896,0.18356260657310486
250,0.0033788998262025416,0.1986512988805771
251,0.002295820275321603,0.2139459252357483
252,0.002407224994385615,0.22132378816604614
253,0.003095026040682569,0.22638455033302307
254,0.002875142527045682,0.22347988188266754
255,0.002793169522192329,0.21333318948745728
256,0.0021264984097797424,0.20458702743053436
257,0.009718214278109372,0.19968630373477936
258,0.01136679045157507,0.21865075826644897
259,0.0032911948510445654,0.22042794525623322
260,0.0027112543757539243,0.24811342358589172
261,0.02446835330920294,0.21666933596134186
262,0.00817764108069241,0.32903724908828735
263,0.02094785199733451,0.2526593506336212
264,0.004818140645511448,0.27032798528671265
265,0.007815048797056079,0.29124513268470764
266,0.003919956419849768,0.26493778824806213
267,0.00330394838238135,0.23080621659755707
268,0.0029074923077132553,0.203252375125885
269,0.0033167133515235037,0.1898493617773056
270,0.0038271602243185043,0.19223465025424957
271,0.0025754860835149884,0.19562973082065582
272,0.0025923991634044796,0.20137625932693481
273,0.002868356241378933,0.1971614807844162
274,0.0023926825379021466,0.20079761743545532
275,0.003434987651417032,0.2020321786403656
276,0.0017995332600548863,0.1996450573205948
277,0.0017902671243064106,0.19870847463607788
278,0.0016787050990387797,0.19752754271030426
279,0.0022372134844772518,0.19959431886672974
280,0.005985139461699873,0.19619642198085785
